Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,language
0,"H Biopharma, K Sindahl, K Margell, M Nix",CALIBRATE HYDRATION-THE FUTURE OF MOBILE IV THERAPY IN THE METAVERSE,,userwalls.com,,https://www.userwalls.com/n/hansa-biopharma-medison-pharma-announce-multiregional-commercialization-partnership-hansa-desensitization-treatment-kidney-2539613/,,334,2022-02-14 11:32:39,HTML,,,,,,,,0,0.0,0,4,,"LUND, Sweden and PETACH TIKVA, Israel, Dec. 7, 2021/PRNewswire/--Hansa Biopharma AB,"" Hansa""(Nasdaq Stockholm: HNSA), a pioneer in enzyme technology for rare …",https://www.userwalls.com/n/hansa-biopharma-medison-pharma-announce-multiregional-commercialization-partnership-hansa-desensitization-treatment-kidney-2539613/,"https://scholar.google.com/scholar?q=related:Kxd4uuBl95AJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,E Ayiter,“Smooth Space” for Avatars: A Proun in the Metaverse,2015.0,"Analyzing Art, Culture, and Design in the Digital Age",igi-global.com,https://www.igi-global.com/chapter/smooth-space-for-avatars/138526,,335,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,1,7.0,"During the years of Suprematism, between 1919 and 1923 in Russia, one of the movement's most significant contributors, architect, artist and designer El Lissitzky developed a series of …",http://research.sabanciuniv.edu/28620/1/ayiter_smooth-space-proun-for-avatars.pdf,"https://scholar.google.com/scholar?q=related:7ig_cFzhbY8J:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,RG Cammack,Location-based service use: a metaverse investigation,2010.0,Journal of Location Based Services,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/17489721003742827,,336,2022-02-14 11:32:39,,10.1080/17489721003742827,,,,,,,0,0.0,0,1,12.0,… This research surveyed the Second Life metaverse to identify … SL metaverse and its use of the teleportation concept. But the results show that LBSs are ubiquitous throughout metaverse …,,"https://scholar.google.com/scholar?q=related:rtLdcwwK35kJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",azerbaijani
0,"LC Petry, CN Tonéis",The Epistemological Character of Puzzles in the Metaverse,2012.0,Virtual Worlds and Metaverse Platforms: New …,igi-global.com,https://www.igi-global.com/chapter/virtual-worlds-metaverse-platforms/55410,,337,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,2,10.0,… This chapter discusses cognitive abilities that can be developed by means of the metaverse. … In the search for recovering classical concepts and integrating them into the metaverse we …,https://www.academia.edu/download/6613670/The_Epistemological_Character_of_Puzzles_in_the_Metaverse__preview.pdf,"https://scholar.google.com/scholar?q=related:guHe61KXbZUJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,M Kabát,Teaching Metaverse. What and how to (not) teach using the medium of virtual reality,2016.0,Edutainment,andragogy.pl,https://andragogy.pl/index.php/EDUT/article/view/10.15503.edut.2016.1.53.59,,338,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,1,6.0,Virtual Reality (VR) in education is a frequently discussed topic in many academic papers. Yet there is strong controversy around the extent to which it is possible to use this new …,,"https://scholar.google.com/scholar?q=related:uOhym7VZULgJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,A Dunavant-Jones,Metaverse Libraries: Communities as Resources,,researchgate.net,,https://www.researchgate.net/profile/Valerie-Hill/publication/328146802_Metaverse_libraries_Communities_as_resources/links/5bbb89854585159e8d8c429b/Metaverse-libraries-Communities-as-resources.pdf,,339,2022-02-14 11:32:39,PDF,,,,,,,,0,0.0,0,1,,"This paper examines the purpose and potential for virtual world libraries and librarians to help learners in virtual environments find needed information, including simulations, high …",https://www.researchgate.net/profile/Valerie-Hill/publication/328146802_Metaverse_libraries_Communities_as_resources/links/5bbb89854585159e8d8c429b/Metaverse-libraries-Communities-as-resources.pdf,"https://scholar.google.com/scholar?q=related:QJM_7YP2jkoJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,"T Tsukamoto, Y Muroya, M Okamoto…",Collection and analysis of multimodal interaction in direction-giving dialogues: towards an automatic gesture selection mechanism for metaverse avatars,2011.0,International Workshop on …,Springer,https://link.springer.com/chapter/10.1007/978-3-642-32326-3_6,,340,2022-02-14 11:32:39,,10.1007/978-3-642-32326-3_6,,,,,,,0,0.0,0,4,11.0,"… With the aim of building a spatial gesture generation mechanism in Metaverse avatars, we … Finally, we implement a gesture generation mechanism into a Metaverse application and …",,"https://scholar.google.com/scholar?q=related:Pg7aOGF0uiwJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,"FS Portero, EM Montañez, FJB López, JP Molina",Immersive pre-and post-graduate education on radiology in the Second Life metaverse,2013.0,,epos.myesr.org,https://epos.myesr.org/esr/viewing/index.php?module=viewing_poster&task=&pi=117338,,341,2022-02-14 11:32:39,HTML,,,,,,,,0,0.0,0,4,9.0,… Immersive pre- and post-graduate education on radiology in the Second Life metaverse … To describe pre- and post-graduate radiology virtual learning experiences developed into …,https://epos.myesr.org/esr/viewing/index.php?module=viewing_poster&task=&pi=117338,"https://scholar.google.com/scholar?q=related:3s5KDAzTLOAJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,"G de Roo, J Hillier",The Metaverse as Lab to Experiment with Problems of Organized Complexity,2016.0,Complexity and Planning,books.google.com,https://books.google.com/books?hl=en&lr=&id=hEw3DAAAQBAJ&oi=fnd&pg=PA369&dq=metaverse&ots=IIFKt6bpve&sig=8ym5J7XMTk6tLe4hAj9BvzhqgHE,,342,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,2,6.0,"… In search of an answer, we will first introduce all four metaverse-scenarios and … the metaverse scenarios indeed allow for experimenting, and that this is exactly here that the metaverse …",,"https://scholar.google.com/scholar?q=related:bFw2QV1RJP8J:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,SH Kawas,"H-link 3D: hyper-learning interface and navigational toolkit in 3D virtual worlds experimental interface design for cobalt, a Croquet metaverse",2009.0,SIGGRAPH'09: Posters,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/1599301.1599316,,343,2022-02-14 11:32:39,,10.1145/1599301.1599316,,,,,,,0,0.0,0,1,13.0,"With today's increased interest in advanced digital networking and social online communities, many higher educational institutes have been exploring online three-dimensional virtual …",,,english
8,C Fink,Charlie Fink's Metaverse: An AR Enabled Guide to AR & VR,2018.0,,Cool Blue Media,,"https://scholar.google.com/scholar?cites=10970106594908552586&as_sdt=2005&sciodt=0,5&hl=en",344,2022-02-14 11:32:39,CITATION,,,,,,,,8,2.0,8,1,4.0,,,"https://scholar.google.com/scholar?q=related:ir2xcdOlPZgJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
8,"C Bridges, J Hummel, J Hursthouse, R Moss",Metaverse roadmap–pathways to the 3D web,2007.0,Retrieved April,,,"https://scholar.google.com/scholar?cites=7248923483537319093&as_sdt=2005&sciodt=0,5&hl=en",345,2022-02-14 11:32:39,CITATION,,,,,,,,8,0.53,2,4,15.0,,,"https://scholar.google.com/scholar?q=related:taQ6eIBZmWQJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,E Ayiter,Acquisitions for creativity:'Produsage'in the metaverse,2012.0,,research.sabanciuniv.edu,http://research.sabanciuniv.edu/21021/,,346,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,1,10.0,"In this text I will attempt to delineate my thoughts on how virtual economies impact creative output in online virtual builder’s worlds, particularly by examining their relationship to the …",http://research.sabanciuniv.edu/21021/1/ayiter_Acquisitions-for-Creativity-Produsage-in-the-Metaverse.pdf,"https://scholar.google.com/scholar?q=related:X1FH4xFOqskJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,"E Schlemmer, D de Queiroz Lopes",Collaboration and Cooperation in Online Education: from teacher education to network teaching action using Metaverse Technology,2011.0,EdMedia+ Innovate Learning,learntechlib.org,https://www.learntechlib.org/p/38218/,,347,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,2,11.0,"This paper introduces and discusses results for a project of development, education and research, conducted by the Digital Education Research Group? GP e-du? UNISINOS/CNPq, …",,"https://scholar.google.com/scholar?q=related:gkQpnIpe3hAJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,E Ayiter,Art Education in a metaverse: ground-c,2008.0,EdMedia+ Innovate Learning,learntechlib.org,https://www.learntechlib.org/p/28942/,,348,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,1,14.0,… in Second Life the virtual campus at which metaverse teaching occurs is a very close … metaverse a more integrative approach that addresses some of the affordances of the metaverse …,http://research.sabanciuniv.edu/9201/1/Art_Education_in_a_metaverse_ground.c.doc,"https://scholar.google.com/scholar?q=related:H3vQDs7UKIgJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",italian
0,"Y Itoh, Y Chen, K Iida, M Shiiki…",Experiment of metaverse learning method using anatomical 3D object,2009.0,Proceedings of the 8th …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/1670252.1670315,,349,2022-02-14 11:32:39,,10.1145/1670252.1670315,,,,,,,0,0.0,0,5,13.0,"… The “Metaverse” is not only a cyberspace with a space simulator, but also a virtual world … The Metaverse is getting common now and we think there are three characteristics in “Metaverse…",https://dl.acm.org/doi/pdf/10.1145/1670252.1670315,"https://scholar.google.com/scholar?q=related:19YebU8ICHMJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",azerbaijani
0,"D Louro, T Fraga, M Pontuschka",Metaverse: Building Affective Systems and Its Digital Morphologies in Virtual Environments,2009.0,Journal For Virtual …,jvwr-ojs-utexas-stage.tdl.org,https://jvwr-ojs-utexas-stage.tdl.org/jvwr/index.php/jvwr/article/view/950,,350,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,3,13.0,This essay reflects the metaverse as a virtual reality system created by affective and aesthetic computing and its digital morphology through visual mathematics. An appropriate system …,https://jvwr-ojs-utexas-stage.tdl.org/jvwr/index.php/jvwr/article/download/950/726,"https://scholar.google.com/scholar?q=related:a-7eye3oVuUJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,R Elen,Music in the Metaverse,2008.0,Audio Engineering Society Conference: UK 23rd …,aes.org,https://www.aes.org/e-lib/browse.cfm?elib=17304,,351,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,1,14.0,"Second Life is the most popular “metaverse,” or on-line virtual world, and also the longest-established, founded by Linden Research Inc in 2003. It today has over 12 million “residents”–…",,,english
0,E Ayiter,"Storyworld, gesamtkunstwerk, art ecology: creating narrative geographies in the metaverse",2016.0,Electronic Imaging,ingentaconnect.com,https://www.ingentaconnect.com/content/ist/ei/2016/00002016/00000004/art00007,,352,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,1,6.0,This paper will bring together two terms originating from disciplines that at first glance may seem to be unrelated to artistic activity in Virtual Environments or Virtual Worlds: ‘Storyworld’ …,https://www.ingentaconnect.com/contentone/ist/ei/2016/00002016/00000004/art00007?crawler=true,,english
0,E Ayiter,Becoming creative through self observation: a (second order) cybernetic learning strategy for the metaverse,2011.0,"International Journal of Art, Culture and Design …",igi-global.com,https://www.igi-global.com/article/international-journal-art-culture-design/54235,,353,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,1,11.0,"This study describes some of the key components of an art educational domain entitled ground, which is being developed specifically for three dimensional online builder’s worlds, also …",https://www.academia.edu/download/30865568/ayiter_self-observation-learning.pdf,"https://scholar.google.com/scholar?q=related:NtY8ZPmScSIJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,E Ayiter,"To play in virtual worlds: stories, metaverse ecologies and dress-up games",2016.0,,research.sabanciuniv.edu,http://research.sabanciuniv.edu/29538/,,354,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,1,6.0,This paper will bring together three terms originating from disciplines that at first glance may seem to be unrelated to artistic activity in Virtual Environments or Virtual Worlds: ‘Storyworld’ …,http://research.sabanciuniv.edu/29538/1/ayiter_to-play-in-virtual-worlds.pdf,,english
0,I Fourie,The Second Life Herald: The Virtual Tabloid that Witnessed the Dawn of the Metaverse,2009.0,Online Information Review,emerald.com,https://www.emerald.com/insight/content/doi/10.1108/14684520910944526/full/html,,355,2022-02-14 11:32:39,,10.1108/14684520910944526,,,,,,,0,0.0,0,1,13.0,"The Second Life Herald takes the reader into the world and personal experiences of virtual journalist Peter Ludlow (Urizenus in the virtual world), who was banned from the digital world …","https://scholar.google.com/scholar?output=instlink&q=info:xsLHXT4swLsJ:scholar.google.com/&hl=en&as_sdt=0,5&scillfp=9797854387530726981&oi=lle",,english
0,"INN STEPHENSON'S, SA SHUKIS",CHAPTER FOUR TONGUE-TIED IN AMERICA'S METAVERSE: THE NATIONAS META-LANGUAGE AND THE MYTH OF CONSENSUS,2008.0,Tomorrow through the Past …,books.google.com,https://books.google.com/books?hl=en&lr=&id=fqwLBwAAQBAJ&oi=fnd&pg=PA57&dq=metaverse&ots=iOJuyRn__5&sig=A2xZeh6g1C-uxTpdF6p8FcHX7V0,,356,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,2,14.0,"Neal Stephenson’s 1992 novel Snow Crash is often lauded for its ground-breaking qualities. It presciently articulated the Metaverse, a virtualworld of avatars that very closely predicted …",,"https://scholar.google.com/scholar?q=related:uUpdopEaMKIJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,E Ayiter,"Conversations, P-individuals, Avatars: A Cybernetic Learning Strategy for the Metaverse",,academia.edu,,https://www.academia.edu/download/14601928/ayiter_conversations-p-individuals-avatars.pdf,,357,2022-02-14 11:32:39,PDF,,,,,,,,0,0.0,0,1,,"The Groundcourse was a revolutionary art educational strategy, based upon Cybernetics and Radical Constructivism, developed and implemented in England during the 1960’s, by …",https://www.academia.edu/download/14601928/ayiter_conversations-p-individuals-avatars.pdf,"https://scholar.google.com/scholar?q=related:XUNLLn_MhmoJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,D Serra Navarro,Metaverse and Artist.,2013.0,"BRAC: Barcelona, Research, Art, Creation",search.ebscohost.com,http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20148992&AN=93394394&h=XVpCNk%2FUYn2tbfxPbbmp0c0j9BVGvHjBatpVOvjQG4Ip77hJTecuxgmA7JBYdojT5F7TXjfUK4ZItwDwxRa0Cg%3D%3D&crl=c,,358,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,1,9.0,"This paper shows an interpretation of the virtual world Second Life through their artistic actions, especially based on the code performance notion, questioning and reflecting on the …","https://scholar.google.com/scholar?output=instlink&q=info:-nXdDaQ47A0J:scholar.google.com/&hl=en&as_sdt=0,5&scillfp=12150108042106420089&oi=lle","https://scholar.google.com/scholar?q=related:-nXdDaQ47A0J:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,V Sorensen,"Sound, Media Art, and the Metaverse",2015.0,array.,journals.qucosa.de,https://journals.qucosa.de/array/article/view/2515,,359,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,1,7.0,"The author discusses the fundamental role of sound in global cultures, introduces related perceptual and scientific phenomena such as synesthesia, and provides an overview of their …",https://journals.qucosa.de/array/article/download/2515/2352,,english
0,P Bogacki,Multivariable Calculus Virtual Office Hours in a Metaverse,2008.0,CDROM Proceedings of the Twentieth Annual …,archives.math.utk.edu,http://archives.math.utk.edu/ICTCM/VOL20/C015/paper.pdf,,360,2022-02-14 11:32:39,PDF,,,,,,,,0,0.0,0,1,14.0,"As simple (or even simplistic) as some of these activities may seem, it is truly amazing how effective they can be in your classroom, when students who may otherwise be puzzled by the"" …",http://archives.math.utk.edu/ICTCM/VOL20/C015/paper.pdf,"https://scholar.google.com/scholar?q=related:EwHYoiebXlIJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",azerbaijani
